"chrom","start","end","label","genomeScore"
"chrX",48650236,48650355,"non_Functional",3.07536015921854e-15
"chrX",48650356,48650464,"non_Functional",2.08924205448969e-13
"chrX",48650465,48650565,"non_Functional",2.29521165214571e-11
"chrX",48650566,48650700,"non_Functional",1.65466449892433e-05
"chrX",48650701,48650814,"non_Functional",9.92419674367012e-05
"chrX",48650815,48650939,"FS 4",0.599258744446647
"chrX",48650940,48651057,"FS 4",1
"chrX",48651058,48651170,"FS 4",0.864800735836916
"chrX",48651171,48651296,"FS 4",0.753098807118665
"chrX",48651297,48651426,"FS 4",0.675992149221694
"chrX",48651427,48651566,"FS 4",0.675451999827616
"chrX",48651567,48651693,"FS 4",0.675108978444993
"chrX",48651694,48651795,"FS 4",0.674272853040611
"chrX",48651796,48651986,"FS 4",0.67361574734458
"chrX",48651987,48652113,"FS 4",0.173949046447877
"chrX",48652114,48652243,"non_Functional",1.26701156831505e-05
"chrX",48652244,48652350,"non_Functional",1.34434701563016e-05
"chrX",48652351,48652457,"non_Functional",1.66622303353872e-05
"chrX",48652458,48652559,"non_Functional",7.26983125834542e-06
"chrX",48652560,48652688,"non_Functional",7.33754337971627e-07
"chrX",48652689,48652798,"non_Functional",0.000952024870284581
"chrX",48652799,48652979,"non_Functional",8.44621128898729e-06
"chrX",48652980,48653140,"non_Functional",4.40364465114262e-07
"chrX",48653141,48653255,"non_Functional",2.74187953988176e-09
"chrX",48653256,48653398,"non_Functional",2.79714438727136e-08
"chrX",48653399,48653542,"non_Functional",2.24057237510909e-12
"chrX",48653543,48653649,"non_Functional",3.94777183200763e-12
"chrX",48653650,48653809,"non_Functional",7.52307153212042e-10
"chrX",48653810,48653911,"non_Functional",8.65786727662748e-10
"chrX",48653912,48654045,"non_Functional",9.61298790074968e-06
"chrX",48654046,48654195,"non_Functional",1.40638814605037e-06
"chrX",48654196,48654301,"non_Functional",1.95295557336308e-10
"chrX",48654302,48654413,"non_Functional",4.43103521341496e-12
"chrX",48654414,48654615,"non_Functional",5.41375613876456e-18
"chrX",48654616,48654728,"non_Functional",1.45471287664808e-15
"chrX",48654729,48654833,"non_Functional",1.11768774757674e-13
"chrX",48654834,48654950,"non_Functional",2.76996193743051e-14
"chrX",48654951,48655116,"non_Functional",3.47778931509491e-10
"chrX",48655117,48655256,"non_Functional",8.12284307638079e-10
"chrX",48655257,48655370,"non_Functional",2.62631028095411e-08
"chrX",48655371,48655511,"non_Functional",0.000153276937386939
"chrX",48655512,48655616,"non_Functional",3.04112420635127e-06
"chrX",48655617,48655723,"non_Functional",1.25880358048305e-08
"chrX",48655724,48655858,"non_Functional",1.0289158868402e-09
"chrX",48655859,48656026,"non_Functional",3.5371226382216e-10
"chrX",48656027,48656143,"non_Functional",1.24936874261436e-09
"chrX",48656144,48656246,"non_Functional",4.39016070762703e-05
"chrX",48656247,48656351,"non_Functional",4.347304153281e-07
"chrX",48656352,48656618,"non_Functional",5.39606767283347e-06
"chrX",48656619,48656898,"non_Functional",3.25625460498388e-07
"chrX",48656899,48657038,"non_Functional",1.21044385949908e-07
"chrX",48657039,48657192,"non_Functional",3.88981061706279e-07
"chrX",48657193,48657318,"non_Functional",3.9141786950288e-06
"chrX",48657319,48657612,"non_Functional",2.43427883343942e-05
"chrX",48657613,48657752,"non_Functional",3.25829965780264e-05
"chrX",48657753,48658100,"non_Functional",5.45388172361582e-07
"chrX",48658101,48658281,"non_Functional",2.8683053468089e-06
"chrX",48658282,48658406,"non_Functional",0.00230194249866783
"chrX",48658407,48658618,"non_Functional",0.00517374627765888
"chrX",48658619,48658793,"non_Functional",0.0802885146042431
"chrX",48658794,48658919,"FS 1",0.625451836523089
"chrX",48658920,48659024,"FS 1",0.794616779607615
"chrX",48659025,48659166,"FS 1",1
"chrX",48659167,48659274,"FS 1",1
"chrX",48659275,48659394,"FS 1",0.987011586207112
"chrX",48659395,48659520,"FS 1",0.872254387894086
"chrX",48659521,48659677,"FS 1",0.803105468794133
"chrX",48659678,48659785,"non_Functional",0.0140047116615158
"chrX",48659786,48659889,"non_Functional",9.3823858053755e-07
"chrX",48659890,48660000,"non_Functional",1.27284844256353e-10
"chrX",48660001,48660121,"non_Functional",1.14236300297681e-13
"chrX",48660122,48660225,"non_Functional",1.64347834242561e-19
"chrX",48660226,48660326,"non_Functional",1.82095505396816e-18
"chrX",48660327,48660436,"non_Functional",4.81911537659682e-25
"chrX",48660437,48660546,"non_Functional",2.03436719115238e-27
"chrX",48660547,48660649,"non_Functional",5.50694868776085e-35
"chrX",48660650,48660768,"non_Functional",4.7361391695053e-34
"chrX",48660769,48660877,"non_Functional",3.17577457480455e-30
"chrX",48660878,48660981,"non_Functional",2.42912389418391e-23
"chrX",48660982,48661107,"non_Functional",8.26842101341557e-20
"chrX",48661108,48661254,"non_Functional",4.34479842142782e-16
"chrX",48661255,48661360,"non_Functional",2.24581455042532e-18
"chrX",48661361,48661516,"non_Functional",2.54283413099897e-15
"chrX",48661517,48661662,"non_Functional",3.22592073152272e-14
"chrX",48661663,48661767,"non_Functional",1.77097178180699e-13
"chrX",48661768,48661936,"non_Functional",9.71899931645435e-13
"chrX",48661937,48662082,"non_Functional",1.83451484127335e-12
"chrX",48662083,48662187,"non_Functional",2.63806957069229e-10
"chrX",48662188,48662388,"non_Functional",1.89720122915035e-08
"chrX",48662389,48662495,"non_Functional",5.3776616143998e-05
"chrX",48662496,48662686,"non_Functional",7.79011698374721e-07
"chrX",48662687,48662915,"non_Functional",1.49113258338089e-07
"chrX",48662916,48663106,"non_Functional",4.35274295598595e-07
"chrX",48663107,48663260,"non_Functional",1.2277054540185e-07
"chrX",48663261,48663431,"non_Functional",1.48130121742777e-10
"chrX",48663432,48663552,"non_Functional",7.84873947206942e-13
"chrX",48663553,48663680,"non_Functional",1.42871298798295e-13
"chrX",48663681,48663793,"non_Functional",6.8248133233561e-19
"chrX",48663794,48663914,"non_Functional",5.90339068441418e-17
"chrX",48663915,48664031,"non_Functional",1.07956880733741e-16
"chrX",48664032,48664132,"non_Functional",1.27858564752375e-15
"chrX",48664133,48664233,"non_Functional",1.37875201030644e-15
"chrX",48664234,48664344,"non_Functional",4.9836838215173e-12
"chrX",48664345,48664452,"non_Functional",8.9850157861484e-14
"chrX",48664453,48664556,"non_Functional",5.48053805478651e-14
"chrX",48664557,48664670,"non_Functional",4.0185006246591e-13
"chrX",48664671,48664785,"non_Functional",5.53190366785382e-12
"chrX",48664786,48664891,"non_Functional",9.38423206943058e-12
"chrX",48664892,48665054,"non_Functional",1.43897345256116e-11
"chrX",48665055,48665248,"non_Functional",6.11663199138178e-10
"chrX",48665249,48665474,"non_Functional",1.16559651452009e-07
"chrX",48665475,48665668,"non_Functional",0.00343613823111642
"chrX",48665669,48665909,"non_Functional",0.00175408463253604
"chrX",48666094,48666237,"non_Functional",3.93959235230107e-06
"chrX",48666238,48666411,"non_Functional",2.14712225208619e-07
"chrX",48666412,48666513,"non_Functional",1.35741623753253e-10
"chrX",48666514,48666648,"non_Functional",1.3146960606349e-13
"chrX",48666649,48666831,"non_Functional",4.13360638259803e-13
"chrX",48666832,48666951,"non_Functional",4.7357940957161e-11
"chrX",48666952,48667068,"non_Functional",1.12851462124816e-06
"chrX",48667069,48667282,"non_Functional",7.59366842946345e-05
"chrX",48667283,48667461,"non_Functional",1.87069340967065e-05
"chrX",48667462,48667570,"non_Functional",1.05488393160736e-05
"chrX",48667571,48667702,"non_Functional",2.2238843009122e-05
"chrX",48667703,48667881,"non_Functional",9.93922560123453e-05
"chrX",48668768,48669187,"non_Functional",3.12046971596063e-05
"chrX",48669662,48669774,"non_Functional",2.5339572866562e-06
"chrX",48669775,48670081,"non_Functional",1.40596921285215e-12
"chrX",48670082,48670194,"non_Functional",3.88551801256193e-13
"chrX",48670195,48670554,"non_Functional",1.68723936960331e-09
"chrX",48670680,48671099,"non_Functional",4.2717664645016e-07
"chrX",48671100,48671417,"non_Functional",4.51683953607797e-06
"chrX",48671418,48671748,"non_Functional",3.47677923061937e-05
"chrX",48671749,48671911,"non_Functional",1.38546779220792e-07
"chrX",48671912,48672040,"non_Functional",2.19575292092278e-09
"chrX",48672041,48672150,"non_Functional",1.25765136864485e-11
"chrX",48672151,48672282,"non_Functional",1.21875530985447e-15
"chrX",48672283,48672460,"non_Functional",2.74800423907346e-18
"chrX",48672461,48672565,"non_Functional",7.16670804612394e-15
"chrX",48672566,48672669,"non_Functional",1.72932392698193e-14
"chrX",48672670,48672772,"non_Functional",5.81095968525701e-15
"chrX",48672773,48672931,"non_Functional",4.58077286084086e-14
"chrX",48672932,48673039,"non_Functional",1.94530756803939e-17
"chrX",48673040,48673140,"non_Functional",3.49690802614383e-20
"chrX",48673141,48673241,"non_Functional",2.56431697337835e-25
"chrX",48673242,48673351,"non_Functional",1.16233092061173e-20
"chrX",48673352,48673454,"non_Functional",1.57711192962569e-19
"chrX",48673455,48673582,"non_Functional",8.33178168653395e-21
"chrX",48673583,48673716,"non_Functional",2.64745144632584e-21
"chrX",48673717,48673817,"non_Functional",2.89512938323668e-13
"chrX",48673818,48673960,"non_Functional",6.22841605039277e-16
"chrX",48673961,48674065,"non_Functional",3.05716958736447e-14
"chrX",48674066,48674175,"non_Functional",9.0297727795731e-11
"chrX",48674176,48674289,"non_Functional",5.70379252104965e-11
"chrX",48674290,48674459,"non_Functional",7.1785521317137e-14
"chrX",48674460,48674563,"non_Functional",9.69210044218757e-15
"chrX",48674564,48674692,"non_Functional",7.30774957299225e-20
"chrX",48674693,48674797,"non_Functional",3.63860589883052e-22
"chrX",48674798,48674913,"non_Functional",6.55655330439332e-18
"chrX",48674914,48675065,"non_Functional",1.26299609568524e-18
"chrX",48675066,48675174,"non_Functional",6.2849771788531e-11
"chrX",48675175,48675333,"non_Functional",3.53250127336858e-08
"chrX",48675545,48675658,"non_Functional",6.67203518748453e-08
"chrX",48675659,48675793,"non_Functional",2.04210165429825e-12
"chrX",48675794,48675896,"non_Functional",2.93502326531933e-18
"chrX",48675897,48676032,"non_Functional",5.50300538885944e-21
"chrX",48676033,48676146,"non_Functional",4.61929297600824e-25
"chrX",48676147,48676253,"non_Functional",2.57413598686626e-23
"chrX",48676254,48676358,"non_Functional",7.05579570514625e-28
"chrX",48676359,48676476,"non_Functional",2.33310721632931e-25
"chrX",48676477,48676587,"non_Functional",5.84426104202339e-29
"chrX",48676588,48676694,"non_Functional",3.22879683467214e-27
"chrX",48676695,48676808,"non_Functional",1.21770481726291e-24
"chrX",48676809,48676944,"non_Functional",1.2043357181169e-19
"chrX",48676945,48677082,"non_Functional",3.50500585111538e-15
"chrX",48677083,48677184,"non_Functional",2.06847197355356e-11
"chrX",48677185,48677291,"non_Functional",7.59011308353007e-08
"chrX",48677292,48677502,"non_Functional",1.83215272253684e-07
"chrX",48677503,48677604,"non_Functional",3.18268842352122e-06
"chrX",48677605,48677752,"non_Functional",2.12123371378005e-08
"chrX",48677753,48678060,"non_Functional",1.05868643180019e-06
"chrX",48678061,48678232,"non_Functional",1.40683377136442e-05
"chrX",48678233,48678339,"non_Functional",2.51421130001324e-09
"chrX",48678340,48678541,"non_Functional",1.71671767688337e-16
"chrX",48678542,48678652,"non_Functional",1.75255136111473e-17
"chrX",48678653,48678759,"non_Functional",3.55050380216801e-16
"chrX",48678760,48678870,"non_Functional",3.61557560893188e-11
"chrX",48678871,48678976,"non_Functional",4.20311532646482e-05
"chrX",48678977,48679192,"non_Functional",2.36462564169416e-05
"chrX",48679193,48679396,"non_Functional",1.97604736420894e-05
